University,Short Name,Доля ППС возрастной категории моложе 40 лет,Доля ППС возрастной категории моложе 65 лет,"Доля ППС, имеющих ученые степени","Доля аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров, обучающихся в очной форме",Доля внебюджетных средств в доходах от научных исследований и разработок,Доля внебюджетных средств в доходах от образовательной деятельности,Доля доходов вуза  из бюджета субъекта РФ и местного бюджета,Доля доходов вуза  из внебюджетных источников,Доля доходов вуза  из федерального бюджета,Доля доходов вуза  от научных исследований и разработок в общих доходах вуза,Доля доходов вуза  от образовательной деятельности в общих доходах вуза,Доля доходов филиала  из бюджета субъекта РФ и местного бюджета,Доля доходов филиала  из внебюджетных источников,Доля доходов филиала  из федерального бюджета,Доля доходов филиала  от научных исследований и разработок в общих доходах филиала,Доля доходов филиала  от образовательной деятельности в общих доходах филиала,"Доля иностранных студентов в общей численности студентов, обучающихся по программам бакалавриата, специалитета, магистратуры","Доля научных работников, имеющих ученые степени","Доля обучающихся по программам бакалавриата в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля обучающихся по программам бакалавриата, специалитета, магистратуры в очной форме","Доля обучающихся по программам магистратуры в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля персональных компьютеров, имеющих доступ к Интернету","Доля студентов, не обеспеченных собственным общежитием, в числе студентов, нуждающихся в общежитии",Доходы вуза  из внебюджетных источников,Доходы вуза  из всех источников,Доходы вуза  от образовательной деятельности из иностранных источников,Доходы вуза из иностранных источников на выполнение НИОКР,Доходы филиала  из внебюджетных источников,Доходы филиала  из всех источников,Доходы филиала  от образовательной деятельности из иностранных источников,Доходы филиала из иностранных источников на выполнение НИОКР,Количество бизнес-инкубаторов,Количество малых предприятий,Количество персональных компьютеров,"Количество созданных результатов интеллектуальной деятельности, имеющих правовую охрану за пределами России",Количество технопарков,Количество центров коллективного пользования научным оборудованием,Наличие электронной библиотечной системы,Общая площадь зданий (помещений),Общая численность ППС (без внешних совместителей и работающих по договорам ГПХ),"Общая численность аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров",Общая численность докторантов,"Общая численность иностранных аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров","Общая численность иностранных студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",Общая численность научных работников (без внешних совместителей и работающих по договорам ГПХ),"Общая численность обучающихся по очной форме обучения по программам бакалавриата, специалитета, магистратуры, реализуемым совместно с зарубежными вузами и ведущим к получению двух дипломов",Общая численность обучающихся по программам среднего профессионального образования,Общая численность работников образовательной организации (без внешних совместителей и работающих по договорам ГПХ),Общая численность слушателей программ дополнительного профессионального образования,"Общая численность студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",Общее количество публикаций организации в расчете на 100 НПР,"Общее число образовательных программ высшего образования, реализуемых совместно с зарубежными вузами и ведущих к получению двух дипломов","Общий объем средств, поступивших (за отчетный год) от выполнения НИОКР, выполненных собственными силами","Общий объем средств, поступивших (за отчетный год) от выполнения работ, услуг, связанных с научными, научно-техническими, творческими услугами и разработками, выполненных собственными силами",Площадь крытых спортивных сооружений,Площадь общежитий,Площадь учебно-лабораторных зданий,"Площадь, предназначенная для научно-исследовательских подразделений","Средний балл ЕГЭ студентов, принятых на обучение по программам бакалавриата и специалитета, по всем формам обучения",Средняя заработная плата ППС (без внешних совместителей и работающих по договорам ГПХ),Средняя заработная плата научных работников (без внешних совместителей и работающих по договорам ГПХ),Число диссертационных советов,"Число предприятий, с которыми заключены договоры на подготовку специалистов","Число предприятий, являющихся базами практики, с которыми оформлены договорные отношения","Число статей, подготовленных совместно с зарубежными организациями"
"Смоленский институт экономики - филиал частного образовательного учреждения высшего образования ""Санкт-Петербургский университет технологий управления и экономики""",Смоленский институт экономики - филиал частного образовательного учреждения Санкт-Петербургский университет технологий управления и экономики,0.0,91.67,83.33,0.0,100.0,99.69,,,,,,0.27,99.73,0.0,8.39,86.94,5.53,0.0,100.0,0.81,0.0,100.0,0.0,,,,,25992.7,26063.1,501.7,0.0,0,0,170,0,0,1,да,4164,12,0,0,0,34,0,0,0,33,117,615,0.0,0,2185.4,2185.4,698,0,4164,18,0.0,55.94,0.0,0,3,66,0
"Смоленский казачий институт промышленных технологий и бизнеса (филиал) ФГБОУ ВО ""Московский государственный университет технологий и управления имени К.Г. Разумовского (ПКУ)""",Смоленский казачий институт промышленных технологий и бизнеса (филиал) ФГБОУ ВО Московский государственный университет технологий и управления имени К.Г. Разумовского (ПКУ),12.5,87.5,87.5,0.0,100.0,76.79,,,,,,0.0,77.5,22.5,2.94,96.95,5.47,0.0,100.0,11.11,0.0,100.0,0.0,,,,,28277.3,36489.0,0.0,0.0,0,0,90,0,0,0,да,3665,8,0,0,0,33,0,0,178,21,34,603,0.0,0,1074.0,1074.0,176,0,3627,0,60.64,65.98,63.86,0,18,18,0
"Смоленский филиал Образовательного частного учреждения высшего образования ""Международный юридический институт"" (Смоленский филиал)",Смоленский филиал Образовательного частного учреждения Международный юридический институт (Смоленский филиал),20.0,90.0,70.0,0.0,0.0,99.86,,,,,,0.0,99.86,0.14,0.0,100.0,1.34,100.0,75.87,50.67,0.0,100.0,0.0,,,,,25521.7,25557.7,0.0,0.0,0,0,64,0,0,0,да,1496,10,0,0,0,5,1,0,0,19,13,373,0.0,0,0.0,0.0,0,0,1496,0,61.49,53.39,24.67,0,0,23,0
"Смоленский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации""",Смоленский филиал федерального государственного бюджетного образовательного учреждения Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,26.32,100.0,100.0,0.0,100.0,84.34,,,,,,0.0,83.84,16.16,2.65,95.52,1.69,0.0,72.61,25.99,9.87,100.0,0.0,,,,,71469.1,85248.4,0.0,0.0,0,0,217,0,0,0,да,4141,19,0,0,0,23,0,0,219,43,437,1358,0.0,0,2258.0,2258.0,143,0,3065,68,63.34,74.69,0.0,0,44,538,0
"Смоленский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Саратовская государственная юридическая академия""",Смоленский филиал федерального государственного бюджетного образовательного учреждения Саратовская государственная юридическая академия,8.33,91.67,100.0,0.0,0.0,54.32,,,,,,0.0,54.32,45.68,0.0,100.0,0.0,0.0,24.41,74.8,0.0,67.31,0.0,,,,,17247.0,31749.0,0.0,0.0,0,0,52,0,0,0,да,3129,12,0,0,0,0,0,0,0,22,0,254,0.0,0,0.0,0.0,289,0,3129,0,0.0,67.85,0.0,0,0,25,0
Смоленский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский экономический университет имени Г.В. Плеханова»,Смоленский филиал федерального государственного бюджетного образовательного учреждения «Российский экономический университет имени Г.В. Плеханова»,8.33,91.67,87.5,0.0,100.0,82.71,,,,,,0.0,83.91,16.09,4.74,93.07,3.6,0.0,37.06,47.86,0.0,100.0,0.0,,,,,68363.9,81474.9,2106.4,0.0,0,0,154,0,0,0,да,10143,24,0,0,0,37,1,0,288,53,154,1028,0.0,0,3864.0,3864.0,360,4921,3653,0,66.93,68.53,76.38,0,1,133,0
"Смоленский филиал федерального государственного образовательного бюджетного учреждения высшего образования ""Финансовый университет при Правительстве Российской Федерации""",Смоленский филиал федерального государственного образовательного бюджетного учреждения Финансовый университет при Правительстве Российской Федерации,5.56,83.33,94.44,0.0,11.22,66.39,,,,,,0.06,59.4,40.54,12.59,87.35,4.63,0.0,81.29,30.28,18.71,100.0,0.0,,,,,47755.7,80394.8,0.0,0.0,0,0,184,0,0,0,да,3387,18,0,0,0,48,1,0,0,54,190,1037,0.0,0,1135.0,1135.0,241,0,3387,0,60.46,71.02,67.88,0,0,0,0
Снежинский физико-технический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский ядерный университет «МИФИ»,Снежинский физико-технический институт - филиал федерального государственного автономного образовательного учреждения «Национальный исследовательский ядерный университет «МИФИ»,30.3,69.7,57.58,100.0,100.0,21.46,,,,,,0.0,26.38,73.62,4.71,93.11,0.0,0.0,32.07,89.31,16.03,90.31,56.88,,,,,48764.1,184874.9,0.0,0.0,0,0,392,0,0,0,да,15852,33,49,0,0,0,0,0,518,116,170,580,0.0,0,8713.8,8713.8,513,4991,10411,421,66.57,99.31,0.0,0,14,14,0
"Соликамский государственный педагогический институт (филиал) федерального государственного автономного  образовательного учреждения высшего образования ""Пермский государственный национальный исследовательский университет""",Соликамский государственный педагогический институт (филиал) федерального государственного автономного  образовательного учреждения Пермский государственный национальный исследовательский университет,23.53,94.12,82.35,0.0,100.0,19.4,,,,,,0.0,22.89,77.11,0.21,95.66,0.0,0.0,97.83,46.89,2.17,95.31,0.0,,,,,8601.8,37574.3,0.0,0.0,0,0,128,0,0,0,да,7649,17,0,0,0,0,0,0,16,60,78,322,275.86,0,78.4,78.4,213,2129,5321,31,61.37,78.55,0.0,0,0,0,0
"Сочинский институт (филиал) федерального государственного автономного образовательного учреждения высшего образования ""Российский университет дружбы народов имени Патриса Лумумбы""",Сочинский институт (филиал) федерального государственного автономного образовательного учреждения Российский университет дружбы народов имени Патриса Лумумбы,20.34,84.75,91.53,0.0,100.0,74.32,,,,,,0.0,75.58,24.42,2.69,95.08,18.62,100.0,88.97,45.08,7.71,99.03,0.0,,,,,216711.1,286733.4,0.0,0.0,0,0,308,0,0,0,да,47617,59,0,0,0,314,2,0,1586,101,208,1686,0.0,0,7724.5,7724.5,1823,2116,45501,2174,67.94,84.89,80.73,0,19,199,0
Сочинский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)»,Сочинский филиал федерального государственного бюджетного образовательного учреждения «Всероссийский государственный университет юстиции (РПА Минюста России)»,12.0,92.0,80.0,0.0,100.0,97.69,,,,,,0.0,98.98,1.02,1.14,44.2,1.77,100.0,72.76,29.48,18.38,100.0,0.0,,,,,279634.3,282523.2,0.0,0.0,0,0,203,0,0,0,да,9728,25,0,0,0,19,1,0,1012,58,152,1072,0.0,0,3227.4,3227.4,0,0,9728,0,62.82,80.54,75.54,0,0,25,0
Средне-Волжский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)» в г. Саранске,Средне-Волжский институт (филиал) федерального государственного бюджетного образовательного учреждения «Всероссийский государственный университет юстиции (РПА Минюста России)» в г. Саранске,20.0,95.0,95.0,0.0,100.0,86.33,,,,,,0.0,87.07,12.93,5.41,94.59,0.0,100.0,10.4,30.61,11.62,100.0,0.0,,,,,108920.9,125100.5,0.0,0.0,0,0,150,0,0,0,да,28924,40,0,0,0,0,1,0,694,82,675,1385,0.0,0,6762.8,6762.8,24927,0,28924,25,61.77,66.04,95.96,0,0,106,0
